layer,residual_cosine_mean,residual_mse_mean,k_mse_mean,v_mse_mean
0,0.7257669690996409,25.772963494062424,0.0,0.0
4,0.5144285535439849,16.123326003551483,0.07178307061549276,0.9900781255215406
8,0.6923940725624561,33.53654550909996,0.06245454442687333,1.6385672941803933
12,0.47558988686650994,95.55377109050751,0.13081283834762872,1.995217527449131
16,0.4556439932435751,41.58787395954132,0.2473623993806541,1.9715685285627842
20,0.3338043094612658,79.81390242576599,0.26811511944979427,1.90280037894845
24,0.5529740244150162,43.41247780323029,0.23758185720071195,2.092075175046921
28,0.4366446319036186,44.327943325042725,0.26173858866095545,2.0065891958773134
32,0.35400837659835815,81.54653916358947,0.25626730350777505,2.002370881289244
